Server_ID,Hostname,IP_Address,OS_Type,Server_Location,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Admin_Name,Admin_Email,Admin_Phone,Log_Timestamp,CPU_Health,Memory_Health,Disk_Health,Availability_Pct,Total_Network_MBs,Load_Score,Date,Hour,Server_Role,Instance_Size,Region_Group
b6168a70-520f-49bd-9fe1-fd673f7d8b14,gAAAAABptp5Ov2Ct_G48CBzGrQCNml31WIg7wUbRbtxNwcD1Slh3XIaAcWamhfrsCDW03Q3Fyu3BvCejkGXIDQNV9kPVCUPPmg==,gAAAAABptp5OrxhBFRNqhVgNkiwjmSuX1lBaKLtpWHltw8XYjRCYMC23Utri_gJQBM4INyrzLiKx8Luvr16bFONpljS2dI85jg==,CentOS 8,"Berlin, Germany",94.59,81.31,83.31,111.1,84.15,22.21,1.79,gAAAAABptp5OLai3wfzoiaqJZehy9jKsMiJq9qVl-8IiNLBqfHRk0rRuJmIQODNeo0FhA5hKr5PpZMzGBSoaVWy8tEZAQ2xUow==,gAAAAABptp5OjfHUDqBjIDIPgA1DxMiMuMz3wgHjQL3iv7zsteu9Z4Ig570TSm-tkScS6HNoMI0QwpFSQXZpQ5c1wXISvGQm8OIAnY6jPZJhFMA9yfE9fXk=,gAAAAABptp5OedSs9ECyXb0ogWa7AS8Ds4E_ddilDEAYk7Vs-UIS83QVZUF5Gr93WwBCzyJf6KCU_eFAiVnfsiFy5AE9G0MG_A==,2025-03-01 07:24:00,CRITICAL,MODERATE,MODERATE,92.54,195.25,86.4,2025-03-01,7,Database,Large,Europe
60158035-6a06-47a7-ab95-636f9364b04c,gAAAAABptp5OOJW8JD3l74eZAw-TSpLDX9FUTTU5hwBt6h-bR7Fhx0tovfXlN2stQkJqxdEzffKxIgYxGFwmU29YFHIFrGPUTg==,gAAAAABptp5Ox5q4ys1jzdgCEXlH9utJyE8czgQvRhvQLcvCmoCfbgxnJi3psBbYILgEYpGGZT6TU-8yOpcH6IgxBtttUjCBIg==,Ubuntu 20.04,"New York, USA",96.18,75.8,98.98,87.12,132.49,18.81,5.19,gAAAAABptp5O_JBv7BbEpWsZmn8huDb1B-kTQX6DiPi1UEOdPRQaq1qEIMn_XwHo4ByIIaymDMHUWXX47EjNlYz4R7ZV_ARVDQ==,gAAAAABptp5O9eSO-8apdlRYBoC2zoHF7sF-asa6elhYlaVMGzgGu33CeGyMwBbJLtYDCu1EyM9K4njTyLu0KNrazjciUx_KKsnc3PyLmG2ui-odCYdwv1E=,gAAAAABptp5OhzYwq_jd3Cw0F5whoP2FvI2PTgGBl-bRhP7FfV8eJVqWyRHUUQa4xwUws836YfM4i1nguZ8AWkDO60b3BkBUig==,2025-02-02 00:40:00,CRITICAL,MODERATE,CRITICAL,78.38,219.61,90.32,2025-02-02,0,Application,Medium,Americas
cbc4a707-4692-4a12-87e9-d79ca6c71bfa,gAAAAABptp5OhKCqbVcIbzOE5fvuUIBeLm4fflUvr2Mn-hRnmkTG6tZiKuzwBvykUyW4pf6cHrp1Mk7L8hEHbrKJei1GOPx18Q==,gAAAAABptp5OX93VOzMPOW50kQgPwdjUQyxpPrbbYXenFMfv8oO68ViUrzbGdSZ9CFf4h7nE2tvZpOh4AsBftFFHQ-eKhrEjdw==,Windows Server 2022,"Berlin, Germany",57.89,93.66,64.08,78.82,149.25,21.51,2.49,gAAAAABptp5Om_KdAiSJ1sNur_SKyxdtYhhhYJFtxdLwa663a2i5_VQ11WyuvKT3r9oOivwKh2ZaqIfbh6AJTQhSdMpc5pPApa0Drg2lE7JbApbwhiO9_OA=,gAAAAABptp5OyW_uvyfXqNb53A05X71z5tIioW6ZXovOZRamK1aGvs2ihRbCw8eg1fBtEMeyUv2YVtqfl4_0CqKtMjBh2M7Y1thlKHcxec8IiCQ6t4YemH4=,gAAAAABptp5OmI96HrAikgfXmAQTYh_ctvBjWUarY48IsDrjbbCNs2rfp16coGdF3aymr-AFw-GQ-XxQpzu4y7Hyb1tkpBgzNg==,2025-02-16 18:59:00,MODERATE,CRITICAL,MODERATE,89.63,228.07,71.88,2025-02-16,18,Web Server,Small,Europe
5bd5e8f7-1339-4060-961c-894129724f45,gAAAAABptp5OjA3q8dvvbRCT7Gm9HafvjZR5ONfI-6Yzb5gP3isteK6X_vdZbSBLKGHn3qadRdaQBzxJ5xUG0p1spj-2FKCINA==,gAAAAABptp5OsxehoujenTS8t8K9DT4Vk8MAOGCXQXnhSGkExD2cOikF8KBtotRSJsJqKNCpw2gQIL1J7l3J6_p8cCPSG_qARg==,Windows Server 2022,"Tokyo, Japan",24.65,55.57,30.66,50.22,140.05,22.36,1.64,gAAAAABptp5OU6N4SJDFIRUENBFU7QHIAOvRxXlN4tlfAc0PttW5B5OMDBOnm8RcogHgSdpe7GL0WZNTWGROYvImckU66Glssg==,gAAAAABptp5OeeUn8jZM3ryAlkttb3RKW6gSAUK9Gp4bWoLus1ve-6XH7Zc-sU_2PNrZRqpwYTpNtLS5L-NdQ85-1g3JFeaR5DRXamRz-91QjzjG9tVDSb8=,gAAAAABptp5OYV1k_IcTa-8MRWPi52v5Xo0etRSUvh_puf83Nhk_BUTLeVG1XZ-0ur3Gjb5z8vCrgSP-wiih97phkAksp0dtEg==,2025-02-23 19:02:00,GOOD,GOOD,GOOD,93.17,190.27,36.96,2025-02-23,19,Database,Large,Asia Pacific
270cd957-a331-4dc2-bbcf-85b91e292784,gAAAAABptp5OE-_dX5YdgIqtNjwFNNSW-cfIUsC-fAlibeF6iZFNIWQRfhNcZt2ZHAIB2KIvI6HzNdyHgaTqto7Vj9ADpsbAYQ==,gAAAAABptp5O5tfOB3zHyRuMU3LvQlxqX09cpleTUSSXqfB9PkvHGRVhy5qo9d_JLdqz0dFPZcHzAvHQxJ69K8-ehzpIUL3Gew==,Ubuntu 20.04,"Berlin, Germany",62.76,76.1,52.29,34.2,142.94,18.66,5.34,gAAAAABptp5Olk8o4q9NkGa0HjeAtPpo4QGhG37WTf7J6kvz6aaH2OHntMgIhvK1IfsNMCpfEWi5XF-zLgOJDMaDBqWzUIsO2g==,gAAAAABptp5Ob3ygwUFU00mphwuUEd9O1jC2-CehwMSJDRyYd7CyaKLoc5_qPW4QR9xWWCrYVYGj3aZVXxu2wNN4822v0UkhV9ILQlCw-40pJxrbi_WNvk8=,gAAAAABptp5OGPyJcbmuqhuiEoUzXbzDfEDnSJgXcR5jTnCMcwvYKRAz7DheKHdKYOaGIR4tfMgCAiK8SS5y_N_n9CNqYRLimA==,2025-02-27 09:36:00,MODERATE,MODERATE,GOOD,77.75,177.14,63.72,2025-02-27,9,Cache,Small,Europe
9406ae9e-d19d-4be8-9b8a-8792b27db871,gAAAAABptp5Oi6NAFA5vRDuDoJF4_74V-HopdNIiJBg6acjCgg6B4PkuXvDstCAQV8s16tAi3SYeM2-utlI_9-RcYYXE958eNw==,gAAAAABptp5OZBHRwEfkx0Rn0GtK4YYeA9J4uyEkMnu-6RXgMciZ-_r0bOI05vvnB7oRHuKxEZ65p8bD1AJ2TwkckwMjy1xBgg==,Windows Server 2019,"Sydney, Australia",83.13,28.77,25.79,82.17,55.36,19.38,4.62,gAAAAABptp5OrBVmY6dG-8qLS0izwOTvh-3xDq3r6GsCebiVTtrz7kl9oSYUuxxQTU_JQXSYy3nyvCAkmEB87jbx5sZY7rpIZw==,gAAAAABptp5O3wBbpHcrSr-IeqlGzzUGAO_VWNOyXIVbO-wjJlaakomtjsy62MVRke_jBhK-AX_7EbYxPv-k7H5nZpmfkqS2b-wKEgu7JU58W50cfISeEqs=,gAAAAABptp5OAyYaMcng5xGJqeF_uak7ySPMs2iL_ZukBxUtrs-CpyyLJ7eGmUUdEF2yiid6GwvpaCPdSrxBeN_pbbPgwlI_Aw==,2025-01-28 06:40:00,CRITICAL,GOOD,GOOD,80.75,137.53,45.9,2025-01-28,6,Cache,Small,Asia Pacific
f0dc3a9a-113e-4f4a-a272-3338a300ab00,gAAAAABptp5OOuKa5Grym8PKXhnFTEB3HZGwQrt3LZqHgBx8tdApR3EXfIhno1fTHRyEqKbAOnlgDeoerAK1LaWAZ2fEI362mA==,gAAAAABptp5O1dfx8KZCmEMbxEcnZdMNTllvAbSVTRHFkXKLj8txJR2SSRlTtIU0ixeVqbcQZ3c6O8TeqpzTozu31uXlG-KP7w==,Ubuntu 20.04,"New York, USA",48.93,68.43,82.21,125.12,73.54,21.94,2.06,gAAAAABptp5Ogez3mF06tnzMvShNvaiw8qBST_-YiuzYwhzA0m4BwIiQIi4m22gu3F0KgErcouWEJl3iwS4Erp7Jauc9YBka5A==,gAAAAABptp5OKCBPlJunJMl5yiFyB_UB6rOP5wZrHdZFQCqu9lX3Lwd5YjMrnN9cJhinTEdkfZ1HgPlJQr4KO8Jsxn678m-7TgFQvgKue_Mk_ZkfGu4LRt0=,gAAAAABptp5ObhoDG7Jc9DlBv5RrL-Yv7632ejhUo70d2E_ZJHxFaf7GAQE59araEF6CYmFWJO0dJjbov8qCsCp7qWdMkK4X2w==,2025-02-02 17:31:00,GOOD,MODERATE,MODERATE,91.42,198.66000000000003,66.52,2025-02-02,17,Application,Medium,Americas
436cc765-63b1-4e27-bdf4-2bb787eb5205,gAAAAABptp5O1wyeX9mquxSdo5qjeCZNJJ8cd8MUxVntMf8Po5AbGdlLx31_F4sxFsiE3Vg6UTRNGD799cz7bS0FyzMm8cyktg==,gAAAAABptp5OdUYwqW0c8gLjyRbi8vEX37e9pHT1GR2EIDVgmmrCg7kCq0cQITmf7rQ6P7qWEnQ2Neih_2LRS_WvgzEkosB63Q==,Red Hat Enterprise Linux,"Berlin, Germany",14.02,39.26,74.72,125.74,35.52,18.64,5.36,gAAAAABptp5O4JPJ3KvAe7GInYNGcjkS-QTSh7Dtuy3wmWkqtQ_WtBJntzIJL1Ae3VvkPMDG9C7Cpxf_-lTo-RjGD60eeKDNJg==,gAAAAABptp5O__7MPPZFtqKaKtWdw-XvvbUcWl2DHKxCZ_LQvPFmHQTOO5gpj6-jd_38hWSvZb1cmgRLFzxIH0W8Df_VT6Iydgd5gavzEkhbhCzX5dpd-kQ=,gAAAAABptp5O6KS9LvywU2Synsmf805bklPPngqdxn-Z7733u-iE_n4lNBrvCY93wmzeSuPI16cfVBRfArpxXuJjP0FQAcrtJQ==,2025-02-19 13:06:00,GOOD,GOOD,MODERATE,77.67,161.26,42.67,2025-02-19,13,Cache,Small,Europe
1ca0a88a-f163-421b-8fe2-7ef72d14a685,gAAAAABptp5Ov6r09PkfdzeT2AJNgtsUfnq9Bsl53SCaQD3wsxSi-WZghAQhsd6ccnKQL_OqvHY4vB0loyvpWj-6rO86PbkB0A==,gAAAAABptp5OPVxIHNGusXVdGCXNBIWb20G0b_57YRiYBQR4LkMzE5QvALaNZCzKJKC6pebnZQUYTqs4G-dpKRA4Ld46A1j62g==,Windows Server 2019,"Tokyo, Japan",10.57,20.79,84.73,131.93,50.77,20.73,3.27,gAAAAABptp5O-9ZNgaxZ4BZOWhncM9Zpf8fBmtrwJbHJxxU2x1vewMN0Yw-nTqvArHHO-chsFZpuHb3fjy7-ZTqKGjwiE9pWfQ==,gAAAAABptp5ODwVYgRXanv430RC3jFVmHBjOx0cNuGH5tJjsFeDc-xmCkTU-H8A9mFgtk_1orpxMB5_Su9DVkAqjTvVsE0eCsxobLt8rI9ICXspcPiwtUBE=,gAAAAABptp5OWBWoRlmEmRCxYqsO1MLFAPjMCKzgn6EZwWIX0nl2qJpHDgln6_nkGLjK-q5xC_12cy_lzm6a-6lHUIQv3LsxEw==,2025-03-15 13:50:00,GOOD,GOOD,MODERATE,86.38,182.70000000000002,38.7,2025-03-15,13,Analytics,Large,Asia Pacific
67ddb04e-fb22-4796-be49-c6ffc6972747,gAAAAABptp5OqK_E2GTrL0foLpeBLC9UUPCRjc3SMJS70RTr8FNZ92onzcJwxnNhkpc7Qa4QuU8KaBE1M5K3eXHb2FaDMzcLDw==,gAAAAABptp5Of8-MAk4tpALASEJCXZ0q6saJfw7ergG1reOdiMR94K3qIg2r5rD7As3Be123ugqbA8ooCvxvhTd4K7I9u83TwA==,Red Hat Enterprise Linux,"New York, USA",48.86,89.53,78.01,76.42,142.39,22.3,1.7,gAAAAABptp5O9Sc2WnZA8MJHPawTSxcGWEJtozz_UCJej0ThF7txpiW90Kdyuv0N5XJpdBmNpsbyowtbZlH-6wfyU5Sm04Pz6w==,gAAAAABptp5O-mIXMqIMq1ro13SDGyT3f4NtW1zs4aMixc9WQXBMoOJPkaY12XIlifeD9bXakTTz_Dxzcrr1deWjCWAAQY25BsY8Bgd8hwXiQ7VFdEHYmxs=,gAAAAABptp5OP02qlSNkmkLL8sgxYaf1rI8iBlrkjww0rBkerSAIhwqRCF4CQPsG7l5cIXpDYlx4FUtiAnjhhb3TNX9XtFwOAQ==,2025-02-05 12:02:00,GOOD,CRITICAL,MODERATE,92.92,218.81,72.13,2025-02-05,12,API,Medium,Americas
c4c9ea03-7b9d-483d-b434-6b8d850010ca,gAAAAABptp5OpF8LXfoKKUQvIuVkpcj7mSuuAjXVekg_AooydZm_fUpr6bSWQIhdrgpBf05W7cJv8xZlWKZMHSbz4l6kA3KBIA==,gAAAAABptp5Oqt4VDHO8UDN8GHTogrLmd59OXTBQNLrNG-iQfK9_lnltYgBI_rUJKOrak81I0mPoW1bdiKbx91w-asyS9bFSwQ==,CentOS 8,"New York, USA",44.08,46.08,69.97,149.17,12.15,18.89,5.11,gAAAAABptp5Omm0pxkUjO-WKNTKAwAB4U3R-1lQmduLAnB_MlBGHB0P-iACNDwi1tzZtUu46wLj86n--7CZ8MT2rOcF3GDVWdQ==,gAAAAABptp5Ow8izzniahUtUN1uPQhNm5t0bZgXM2bvR6Nq37khidzNcrKb7skmN5Xxz61E0i4vzzT9E4nPI0T963DR_JmrJqz8H8k_J7lK_GIC3VjsbSRk=,gAAAAABptp5ON6Uup1d-f1bDAz9U56OXNfgdCYAzOSueC64DEBNAQxIdlyAHl2USjaZtMx29U539mhnrGlg8YIVr0ic8iQE8AA==,2025-02-25 17:20:00,GOOD,GOOD,MODERATE,78.71,161.32,53.38,2025-02-25,17,Backup,Small,Americas
07b5619c-8ed1-4226-a35c-880b76379cab,gAAAAABptp5OySIV0L2HqGqLn4aHprJfDE8odbdwB42Xj2HVTnUDyv1iSvOR_XbdljiOmTkWUCp9gSsz_ZtDAEmfW7bxLnAfIw==,gAAAAABptp5OvcsgV07Abmo4fPbGsPxkbkdZprJuJAgPmtFBIWHo7hmCG2OV58AAhr6BNo5dK_QYXOfBaEVJvz_vbSYpEOhjLA==,Windows Server 2022,"Berlin, Germany",63.36,94.26,27.6,145.69,55.57,21.88,2.12,gAAAAABptp5OrZP2AcddQAD1Btzb08LBKkdBkeYJxr_YJkalHMsYlMVXz1OPQfzn2772Jl7iQy_KJqBlmeNBBYQEH5BpUqC3DQ==,gAAAAABptp5OgXVzgCIqcUTPH8mm5nuGQ8Aww0L4-SdRklGQHJ8je7hShqjCNjvDxzJ6VovCSsnoii6TQGgAi2FowzNl6dsx25FBoUs61YPLay6t0ojWdY8=,gAAAAABptp5OqgjMfZWOqZk1uBhsO35ls3qOKN4lU2aKCDOOANIwdTWcpMn5yZKrhK-ukNEILHjx0BEgl4sZ_x6DNET00Wn0rg==,2025-02-07 07:45:00,MODERATE,CRITICAL,GOOD,91.17,201.26,61.74,2025-02-07,7,Web Server,Small,Europe
9145e4de-9d1e-4b76-9106-1afa434ceb44,gAAAAABptp5OZ2yoEtZIoY7_Frx1JZEI77DdNSNNDOHJblHaIXB9LGNehXS2Xj8TeRqc2jfNoxh_gia45Uc1jIx0PVdRm7mwVA==,gAAAAABptp5O_r8vttTH4WIz503NZudS3vPw37SYBq0ldFH0e_NfiZgZrb3PbgxejP6LP1InEnmrN9aPaChwuMApYHFMxNuTrQ==,Red Hat Enterprise Linux,"Berlin, Germany",93.02,90.05,56.56,119.24,66.79,19.73,4.27,gAAAAABptp5OZxkyjvS6Rf1Bi5Zrd1HnX_Gy-weDQhXiOIiVItj7fmXickgA6c_thlfzO4akQXXUU3AjSGRox4qoomIiTNY1Pg51NgPs_ashS586X6XdVSo=,gAAAAABptp5OxJPRMJFj9a92f4iDORyuYXKaBBgbIMAoICMwRpAwdZ7CTasXbiqNuvUL_6-DSY1QRbzTYp2UgK-gmb2hw6bhMTaPFXB3-Wh36UjwlOwPAlE=,gAAAAABptp5O0QaeHLcO8K7ok0oKvbfLSr27dBlpRmfOBvBBR0GHJ7QmY9LT7TsCqteY0UAkd97pxMOyk1Bd9PdDre6aJmDVzQ==,2025-02-22 14:09:00,CRITICAL,CRITICAL,GOOD,82.21,186.03,79.88,2025-02-22,14,Backup,Small,Europe
91ba7e56-1188-420c-baff-9d769851cbf2,gAAAAABptp5OvpZRI1ObYoqOg6JGzBQkUcq_gTefXrMpvRbZe-hNxB5Ny1zsaCc1wXsHnmjOWB3seWdmoJERPGBEPqTEUMatFg==,gAAAAABptp5O2CTEB65s_EI00gwXv-UYTKlvFIRKyTlhPsooIEU5hyWhTNdwLbkp3xxwb3Dr3FJ2Sp08A7iKOTazMyC5XluInQ==,Windows Server 2022,"Tokyo, Japan",23.68,63.99,16.51,37.0,30.61,18.97,5.03,gAAAAABptp5OdhwuT1eAKZgpOoK-xvZikWraBsQF5hp5BHjOIwhLanIzFvCMFPMQXB4nHZGfZAXsRKjBuAVC1ezvBIzGPxWRPw==,gAAAAABptp5Ob6HuNOHU28zl6lsnuR53c3-PUVLzGI7yiBWV4MRoKWTLUbpcQwhs4Hd7BxTBpI8zJioc_4VEHJ-1stUnJa4dYZckr3-4rCuQ8iGupEyCJnU=,gAAAAABptp5O2kP4xRIhBa03Ef8YopeC7m6MBPeyu6FvDgZrDmXwxXH6tHaPJ6SL3yh1ConPyQrFcJs9PSFqdDYh0Nikp55r1Q==,2025-03-02 13:38:00,GOOD,MODERATE,GOOD,79.04,67.61,34.73,2025-03-02,13,Backup,Small,Asia Pacific
31d83824-b926-4a54-a3f0-291257a5df22,gAAAAABptp5O6icH-sqQofLm_D3NQ_cY7kjpTaG_Ar-66ByjwWZkcqfExFfX0ahkgQFiIAJdDSKMcsi7wCeLROb4UBziW4NAeg==,gAAAAABptp5OZu2657H-8eRI44cF7prm_Z9QNwHD1cnZPhtfaBomCnP5ErZqNGV8E67lKzkA6fsNH7eCheZKry3VACeNpdN28Q==,Ubuntu 20.04,"Berlin, Germany",58.51,37.95,34.31,118.87,100.34,20.11,3.89,gAAAAABptp5OIVQd8WtapDMV-WLNNxKBPjM2x6Sht8Doz1FLGyDad-0XvduS8eHSDEmLYcQ92xZjfZoC6OGWya1GLa-oXmSlPA==,gAAAAABptp5OexueJO5FqP1fie5Ar4L8MmNa7GiCq_m6b22l1po0_K134xBtfeKbNJeyAhg1jIiwqwWlQ06QSPjdXJWY1lUYBBRe1AcwEValyPcVm786AAk=,gAAAAABptp5O3oPk3Nu-zD4fx6eALmoSd5hjPf9LjLPqq101rt5umOsRTQq8OB7ijjj32h_yTjTmD2qXSQ23hLUPPvaJRw2aEw==,2025-01-31 02:22:00,MODERATE,GOOD,GOOD,83.79,219.21,43.59,2025-01-31,2,Database,Large,Europe
0a33a4cd-1a22-418e-bef8-321c1ec3cbf8,gAAAAABptp5OJtMYFCd8GzAcAX3xFcz6AuQBkqyzs35V0uTc_X9W0Bhxjk03DJf0LN2Y1r3gfCWehRMvP4O3UYisDlT9nK4IlA==,gAAAAABptp5O5YDucVOGdoNqC0Io5QIMC1X8oNvuxTRYQumhQk6xWUbpxJxZIKmBIKlgGAvlKGNH4kguU8aFgJV2_AzbDKzyDg==,Windows Server 2019,"Sydney, Australia",23.54,40.76,71.74,89.57,106.29,21.11,2.89,gAAAAABptp5Olv9phVEiddt3JVzHyaZhQtfo7j4I2hpGzeGTMh3UMEXyWE7tBfZATrNx4qlhFFG0Qbds2z8P_ALom0Sqh7y4nQ==,gAAAAABptp5OGU33e81Tr887QFw9VOX9cE3nhXXB71ZtCU8N_H7d0RcncDpDu2Jl8G4ZwSKbSWLcMuJW6a8tvM1typJetxEJFYjP_E1a3eAktdMfhEKJBj0=,gAAAAABptp5Oru571lqR7DgCF9dj1xfBJKuUN6lEiabVbwyG74KJSoQkmPQNCjpHiOGkN7tQpOSslUHvxkkall792kl9VmYXsw==,2025-03-15 00:18:00,GOOD,GOOD,MODERATE,87.96,195.86,45.35,2025-03-15,0,Analytics,Large,Asia Pacific
fb3aacfd-d7a3-41cf-8c01-37f7ce192e8c,gAAAAABptp5OhUC6VfCZ1Yb2w5aByMH9eeibeIxP2-AeCtJnEumpxh741gzF52umFk8QDuSYsq6l4pCVvNxHSatLSyfnKpO1Qg==,gAAAAABptp5OWIYLIun20kdnh4yaqPxqJr3TqLM-TpwTLqmXEdYMnpBGLu_zt7AEep-8_SKX6Igvdapa4xJ2_hMvDAIaLILp-g==,Red Hat Enterprise Linux,"New York, USA",96.67,31.74,34.75,68.77,66.79,18.39,5.61,gAAAAABptp5Oo9sHNrSH2-Lwd4IP1iBfWoGYGQbNj9mINW1SzlHUBc3No8oZWf8cqZ3fy4RYiMLKjVU4PYHgAXohYcmxkWrFDQ==,gAAAAABptp5OHifsRoZEvDCZfqCW2gmaTJCU9K8oUFFcZi4BSBasbowy_Iu_ctldPRtIWqg7H95vR1x7zemR5WI2EsjahtGKgQ==,gAAAAABptp5O0NJ1wDOPA-mhcJRQ8LfcM8rjJFybu-sG9DeJo_b1Br8SR4FoLyWidFIgcmmcjz7-6lxqAw5YdodymbxB6RCs9g==,2025-02-01 16:20:00,CRITICAL,GOOD,GOOD,76.62,135.56,54.39,2025-02-01,16,Database,Large,Americas
5aa93017-a552-4598-af92-acd123695c21,gAAAAABptp5OXa2avfeHW-VMnWQLevbRI2WFU7hVuXIm65r0O-RGhWhrvA9nv-6PlTtgKqt5LLclmT7PGeJSA0K5VmSgtSiAPw==,gAAAAABptp5OAhQeBFgeI9TgdFkzUYY2AQ9N4azyNzUXAAnP6qrP7evaWmT68fcM6OMyaeWbV-m9Z7WAvLOIeEjSDTbgJdCPeA==,Red Hat Enterprise Linux,"New York, USA",74.84,99.52,68.8,31.48,63.76,19.55,4.45,gAAAAABptp5OO2Sq7vuIjQea4UnzgA3LCp4hbnBJLSqQPpjgimHIHYWZeN-JF8C92o87b99W5WB5s7B1lIW0tdqzOTjiYF1Hdw==,gAAAAABptp5Onmdo0OQFCzQbPOmE-tbgGghitDAttQ8MTwz_94fGnXTS2b2n7jWxWE9KgVjnD6oSrTIc3Emj9yG1zh4bCQPJQx1OUUUAsvI06fYTGJTEUg4=,gAAAAABptp5OAilmPPzABZzxjwcBa3XCtk5NLO_InceP3yHwdsMm7q1by0vmxBm4bN0U66FI8ZEAgkk9QmNRg1eOq6VrAzfkYQ==,2025-02-28 14:22:00,MODERATE,CRITICAL,MODERATE,81.46,95.24,81.05,2025-02-28,14,Analytics,Large,Americas
a9e31f3d-5b23-48d4-a8b7-63345d586ec2,gAAAAABptp5OvcYrLSI43GRpDEuWqgEeWM9o5YITKNnw0xOPVovwX74XfRjrRHj8Ug_6VX7r6AwWF3PCM6Qu5ZgI-6qCo-HGOw==,gAAAAABptp5ORCI0kys0zPO-iQgU6BG8p-CF-qJj7hp_HX1hUHp9fB1qWsLbgoZy82s5sZKbMUCBc4ehFVtzeu7VsFodlOFNpg==,CentOS 8,"Sydney, Australia",94.8,49.35,90.67,121.64,140.54,18.85,5.15,gAAAAABptp5Oo35CcQ1U6WzsX17g5VUk-EqSjVSxjKVBpguYI55Th5imtzyQ80CNdjqaT9SEQtIaGSdCzfqbBAni3blEJOhRtA==,gAAAAABptp5OyCKY7jAUziPdmHNsB5cyMqHsDoPRAjl7GUutpWKHJFRbsyakavjpo4LNeInSX92u2pvdMBnrwUtCYHMgKRa_8kFDmw0PQM0UHwt2oNu9obI=,gAAAAABptp5OzYXBQxNiRG3kUsy9qZGzY7AU0o-ivnSS8BfAOl7jFEyGfGCzaFYJWUA8NJYcxeVYCUiXzdLSRcmfMP2hTXcRqw==,2025-02-12 05:13:00,CRITICAL,GOOD,CRITICAL,78.54,262.18,78.27,2025-02-12,5,Analytics,Large,Asia Pacific
622aeffb-fb0f-463c-938d-f06ced55569c,gAAAAABptp5O3t2XXPXXxRA46RppzbVY5AKiLFSqLtUbd-_dpE4GHzxidqJLmPAtAYKxPzzT0GIyX-Vkzqz3vArhiEeW68VZ7g==,gAAAAABptp5OH7bwkX3hnURDqI6DErLMb6nmRMIAAJ0FfoBR6FNm0XXzeW2M4IXMXYXWx_EmS-oGCEBrLWz43lkOsxG9Ewz_WQ==,CentOS 8,"Tokyo, Japan",56.54,34.44,15.78,89.63,54.75,18.31,5.69,gAAAAABptp5ONLhKyvu4llrsnNitHXOMn06ti8lMfJ6rI040d9FuW9tJF26PlLvtHogRnrQ0ejBVc8O6DDBb6zTfuFuD6ORxTg==,gAAAAABptp5O8pd4XC7ah49ionpUziIgQnYKnmBlAtXaSirBcLcR7LByV4ri0_gX7utezVD6oapt4r4T2JByLbM-uQcp0R8700gp5K9B91pNUjuy9mSmXcQ=,gAAAAABptp5OA_ccy1Tkr6MXPaju_xZW6K_nH1yNl1dmxWNRvlbn_42nZxQC9jVMMCtQQI2jZ2-IichLZl7SaIDIYwxoUp6z2Q==,2025-02-06 07:19:00,MODERATE,GOOD,GOOD,76.29,144.38,35.59,2025-02-06,7,Application,Medium,Asia Pacific
a8c95376-9a68-43a6-94ce-62c6ffb5b80b,gAAAAABptp5OCzceVq1ZWSKJf11fqNaHBX6YT669E24cJNcK3bEUmSnCs4sEWmonM7Qomv6n37G21Gj5Hid18NpyQkNGEjX9Ug==,gAAAAABptp5OxP6-Kcfv_yPXXlO0XrPDHkwszfZN_VZ07x_-Z4YbLxxOVWIdAdb6rXNLxqv0e6zg1e3jOx0YfRNgAf8iWnhBEA==,Ubuntu 20.04,"Tokyo, Japan",77.56,47.28,88.26,115.38,20.83,21.19,2.81,gAAAAABptp5OHYIaAYkSb8ywFYIXWL9ayWnuirOGwBbH7N-ZavGPb1Tefs__0es26mX-ImvHFriaULLCtVm8KikDy90ZoLg1hQ==,gAAAAABptp5OCmFDumT2xV_Vtnypp7t4G2r3uiZGEB1BHRj6g-evlVAeYIJ5Ne4jYdwadhY8u2RlELGjbn-hlnTA-Bo2D5CyON8KR390pd1d8OuXgUbQoGY=,gAAAAABptp5ONNuWudXSzmjLPBFv6W3rDjiGwgVt2ZrdyKwi00cnnsOMKYD9kIV_j-tM2q7IeJieDd0pXvQWome9mqRWnVI0mA==,2025-01-20 16:08:00,MODERATE,GOOD,CRITICAL,88.29,136.20999999999998,71.03,2025-01-20,16,Backup,Small,Asia Pacific
